,Id,Release Date,Movie,Production Budget,Domestic Gross,Worldwide Gross,Profitability,RBR,Genres,Name,Primary Profession
1256,99,2015,Tiger Orange,100000,0,0,-100000,0.0,Drama,Wade Gasque,"director,writer,actor"
1258,97,2015,Open Secret,100000,0,0,-100000,0.0,Documentary,Steve Lickteig,"director,writer,assistant_director"
1259,15,2015,Treading Water,4700000,0,0,-4700000,0.0,Comedy,Analeine Cal y Mayor,"director,assistant_director,casting_department"
1259,15,2015,Treading Water,4700000,0,0,-4700000,0.0,Drama,Analeine Cal y Mayor,"director,assistant_director,casting_department"
1260,15,2015,Treading Water,4700000,0,0,-4700000,0.0,Comedy,Mike Quilty,"director,writer,producer"
1260,15,2015,Treading Water,4700000,0,0,-4700000,0.0,Drama,Mike Quilty,"director,writer,producer"
1261,15,2015,Treading Water,4700000,0,0,-4700000,0.0,Comedy,Jesse Dizard,"director,writer,editor"
1261,15,2015,Treading Water,4700000,0,0,-4700000,0.0,Drama,Jesse Dizard,"director,writer,editor"
1262,14,2011,Without Men,4700000,0,0,-4700000,0.0,Comedy,Gabriela Tagliavini,"director,writer,producer"
1263,62,2014,Stories of Our Lives,15000,0,0,-15000,0.0,Drama,Jim Chuchu,"director,writer,editor"
1264,94,2014,Echo Dr.,100000,0,0,-100000,0.0,Action,Patrick Ryan Sims,"director,writer,visual_effects"
1264,94,2014,Echo Dr.,100000,0,0,-100000,0.0,Drama,Patrick Ryan Sims,"director,writer,visual_effects"
1264,94,2014,Echo Dr.,100000,0,0,-100000,0.0,Sci-Fi,Patrick Ryan Sims,"director,writer,visual_effects"
1267,95,2015,Closure,100000,0,0,-100000,0.0,Thriller,Joseph Hovsepian,"director,cinematographer,producer"
1268,95,2015,Closure,100000,0,0,-100000,0.0,Thriller,Alex Goldberg,"miscellaneous,writer,actor"
1269,95,2015,Closure,100000,0,0,-100000,0.0,Thriller,Marcin Teodoru,"producer,writer,visual_effects"
1270,95,2015,Closure,100000,0,0,-100000,0.0,Thriller,Michael McGee,"actor,producer,director"
1271,95,2015,Closure,100000,0,0,-100000,0.0,Thriller,Joel Hewett,"producer,actor,director"
1272,95,2015,Closure,100000,0,0,-100000,0.0,Thriller,Ileana Chan,"producer,director,actress"
1273,95,2015,Closure,100000,0,0,-100000,0.0,Thriller,Bryan Tucker,"cinematographer,editor,director"
1274,95,2015,Closure,100000,0,0,-100000,0.0,Thriller,Robert Peters,"director,cinematographer,editor"
1275,95,2015,Closure,100000,0,0,-100000,0.0,Thriller,Andrew Golden,"director,actor,cinematographer"
1279,50,2015,Heroes of Dirt,175000,0,0,-175000,0.0,Action,Eric Bugbee,"writer,producer,director"
1279,50,2015,Heroes of Dirt,175000,0,0,-175000,0.0,Drama,Eric Bugbee,"writer,producer,director"
1279,50,2015,Heroes of Dirt,175000,0,0,-175000,0.0,Sport,Eric Bugbee,"writer,producer,director"
1280,98,2015,The Night Visitor,100000,0,0,-100000,0.0,Horror,Jennifer Blanc-Biehn,"actress,producer,director"
1280,98,2015,The Night Visitor,100000,0,0,-100000,0.0,Sci-Fi,Jennifer Blanc-Biehn,"actress,producer,director"
1280,98,2015,The Night Visitor,100000,0,0,-100000,0.0,Thriller,Jennifer Blanc-Biehn,"actress,producer,director"
1283,3,2015,Shooting the Warwicks,250000,0,0,-250000,0.0,Comedy,Adam Rifkin,"writer,director,producer"
1283,3,2015,Shooting the Warwicks,250000,0,0,-250000,0.0,Drama,Adam Rifkin,"writer,director,producer"
1284,4,2015,The Love Letter,250000,0,0,-250000,0.0,Adventure,Mikey Schaefer,"director,cinematographer,camera_department"
1284,4,2015,The Love Letter,250000,0,0,-250000,0.0,Documentary,Mikey Schaefer,"director,cinematographer,camera_department"
1286,5,2015,Western Religion,250000,0,0,-250000,0.0,Adventure,James O'Brien,"writer,producer,director"
1286,5,2015,Western Religion,250000,0,0,-250000,0.0,Drama,James O'Brien,"writer,producer,director"
1286,5,2015,Western Religion,250000,0,0,-250000,0.0,Fantasy,James O'Brien,"writer,producer,director"
1289,51,2015,Ten,25000,0,0,-25000,0.0,Drama,Sophia Cacciola,"producer,camera_department,actress"
1290,51,2015,Ten,25000,0,0,-25000,0.0,Drama,Chris Robert,"writer,producer,director"
1291,51,2015,Ten,25000,0,0,-25000,0.0,Drama,Michael J. Epstein,"sound_department,editor,camera_department"
1292,51,2015,Ten,25000,0,0,-25000,0.0,Drama,Craig Wyting,"director,writer,producer"
1293,42,2013,Paraphobia,30000,0,0,-30000,0.0,Comedy,Rick Montano,"writer,miscellaneous,director"
1293,42,2013,Paraphobia,30000,0,0,-30000,0.0,Horror,Rick Montano,"writer,miscellaneous,director"
1293,42,2013,Paraphobia,30000,0,0,-30000,0.0,Thriller,Rick Montano,"writer,miscellaneous,director"
1295,3,2015,Queen Crab,75000,0,0,-75000,0.0,Action,Brett Piper,"special_effects,writer,director"
1295,3,2015,Queen Crab,75000,0,0,-75000,0.0,Sci-Fi,Brett Piper,"special_effects,writer,director"
1295,3,2015,Queen Crab,75000,0,0,-75000,0.0,Thriller,Brett Piper,"special_effects,writer,director"
1297,64,2013,Aroused,150000,0,0,-150000,0.0,Documentary,Deborah Anderson,"director,editor,producer"
1299,96,2012,The Frozen,250000,0,0,-250000,0.0,Drama,Andrew Hyatt,"miscellaneous,director,writer"
1299,96,2012,The Frozen,250000,0,0,-250000,0.0,Thriller,Andrew Hyatt,"miscellaneous,director,writer"
1301,98,2010,Butterfly,250000,0,0,-250000,0.0,Horror,Edward E. Romero,"casting_department,writer,actor"
1301,98,2010,Butterfly,250000,0,0,-250000,0.0,Thriller,Edward E. Romero,"casting_department,writer,actor"
1302,98,2010,Butterfly,250000,0,0,-250000,0.0,Horror,Marco Berger,"director,writer,editor"
1302,98,2010,Butterfly,250000,0,0,-250000,0.0,Thriller,Marco Berger,"director,writer,editor"
1303,98,2010,Butterfly,250000,0,0,-250000,0.0,Horror,Alessandro Cassigoli,"director,writer,editor"
1303,98,2010,Butterfly,250000,0,0,-250000,0.0,Thriller,Alessandro Cassigoli,"director,writer,editor"
1304,98,2010,Butterfly,250000,0,0,-250000,0.0,Horror,Casey Kauffman,"director,writer"
1304,98,2010,Butterfly,250000,0,0,-250000,0.0,Thriller,Casey Kauffman,"director,writer"
1305,24,2015,Bending Steel,50000,0,0,-50000,0.0,Documentary,Dave Carroll,"cinematographer,camera_department,director"
1306,1,2015,Give Me Shelter,250000,0,0,-250000,0.0,Documentary,Kristin Rizzo,"director,writer,editorial_department"
1308,56,2013,All Superheroes Must Die,20000,0,0,-20000,0.0,Sci-Fi,Jason Trost,"actor,writer,director"
1308,56,2013,All Superheroes Must Die,20000,0,0,-20000,0.0,Thriller,Jason Trost,"actor,writer,director"
1309,57,2015,The Front Man,20000,0,0,-20000,0.0,Biography,Paul Devlin,"editor,producer,director"
1309,57,2015,The Front Man,20000,0,0,-20000,0.0,Comedy,Paul Devlin,"editor,producer,director"
1309,57,2015,The Front Man,20000,0,0,-20000,0.0,Documentary,Paul Devlin,"editor,producer,director"
1311,59,2011,The Ridges,17300,0,0,-17300,0.0,Drama,Brandon Landers,"actor,sound_department,art_department"
1311,59,2011,The Ridges,17300,0,0,-17300,0.0,Horror,Brandon Landers,"actor,sound_department,art_department"
1311,59,2011,The Ridges,17300,0,0,-17300,0.0,Thriller,Brandon Landers,"actor,sound_department,art_department"
1312,22,2014,Down and Dangerous,50000,0,0,-50000,0.0,Crime,Zak Forsman,"editor,producer,director"
1312,22,2014,Down and Dangerous,50000,0,0,-50000,0.0,Thriller,Zak Forsman,"editor,producer,director"
1313,99,2015,UnDivided,250000,0,0,-250000,0.0,Documentary,Sam Martin,"director,composer,editor"
1314,100,2014,Horse Camp,250000,0,0,-250000,0.0,Family,Joel Paul Reisig,"producer,actor,director"
1315,38,2014,Archaeology of a Woman,200000,0,0,-200000,0.0,Drama,Sharon Greytak,"director,producer,writer"
1317,67,2010,Death Calls,290000,0,0,-290000,0.0,Action,Hector Echavarria,"actor,producer,writer"
1317,67,2010,Death Calls,290000,0,0,-290000,0.0,Adventure,Hector Echavarria,"actor,producer,writer"
1317,67,2010,Death Calls,290000,0,0,-290000,0.0,Mystery,Hector Echavarria,"actor,producer,writer"
1318,67,2010,Death Calls,290000,0,0,-290000,0.0,Action,Ken Del Conte,"actor,producer,director"
1318,67,2010,Death Calls,290000,0,0,-290000,0.0,Adventure,Ken Del Conte,"actor,producer,director"
1318,67,2010,Death Calls,290000,0,0,-290000,0.0,Mystery,Ken Del Conte,"actor,producer,director"
1319,38,2019,Living Dark: The Story of Ted the Caver,1750000,0,0,-1750000,0.0,Horror,David L. Hunt,"producer,director,writer"
1321,17,2015,Checkmate,1500000,0,0,-1500000,0.0,Drama,Dana Campbell,"director,writer"
1321,17,2015,Checkmate,1500000,0,0,-1500000,0.0,Mystery,Dana Campbell,"director,writer"
1322,17,2015,Checkmate,1500000,0,0,-1500000,0.0,Drama,Timothy Woodward Jr.,"actor,producer,director"
1322,17,2015,Checkmate,1500000,0,0,-1500000,0.0,Mystery,Timothy Woodward Jr.,"actor,producer,director"
1323,17,2015,Checkmate,1500000,0,0,-1500000,0.0,Drama,Mary Redmon,"actress,director,writer"
1323,17,2015,Checkmate,1500000,0,0,-1500000,0.0,Mystery,Mary Redmon,"actress,director,writer"
1324,17,2015,Checkmate,1500000,0,0,-1500000,0.0,Drama,Arvin N. Berner,"writer,director,composer"
1324,17,2015,Checkmate,1500000,0,0,-1500000,0.0,Mystery,Arvin N. Berner,"writer,director,composer"
1325,17,2015,Checkmate,1500000,0,0,-1500000,0.0,Drama,Ross Lee,"director,writer,cinematographer"
1325,17,2015,Checkmate,1500000,0,0,-1500000,0.0,Mystery,Ross Lee,"director,writer,cinematographer"
1326,17,2015,Checkmate,1500000,0,0,-1500000,0.0,Drama,Brian Michaels,"cinematographer,actor,editor"
1326,17,2015,Checkmate,1500000,0,0,-1500000,0.0,Mystery,Brian Michaels,"cinematographer,actor,editor"
1327,17,2015,Checkmate,1500000,0,0,-1500000,0.0,Drama,Kewin Muhammad,"producer,actor,writer"
1327,17,2015,Checkmate,1500000,0,0,-1500000,0.0,Mystery,Kewin Muhammad,"producer,actor,writer"
1328,17,2015,Checkmate,1500000,0,0,-1500000,0.0,Drama,Jesse Lefkowitz,"camera_department,director,actor"
1328,17,2015,Checkmate,1500000,0,0,-1500000,0.0,Mystery,Jesse Lefkowitz,"camera_department,director,actor"
1329,16,2015,#Horror,1500000,0,0,-1500000,0.0,Crime,Tara Subkoff,"actress,producer,director"
1329,16,2015,#Horror,1500000,0,0,-1500000,0.0,Drama,Tara Subkoff,"actress,producer,director"
1329,16,2015,#Horror,1500000,0,0,-1500000,0.0,Horror,Tara Subkoff,"actress,producer,director"
1330,15,2015,Mutant World,1500000,0,0,-1500000,0.0,Sci-Fi,David Winning,"director,miscellaneous,actor"
1332,13,2014,Once Upon a Time in Queens,1500000,0,0,-1500000,0.0,Comedy,David Rodriguez,"producer,director,actor"
1332,13,2014,Once Upon a Time in Queens,1500000,0,0,-1500000,0.0,Drama,David Rodriguez,"producer,director,actor"
1333,12,2011,The Lion of Judah,1500000,0,0,-1500000,0.0,Animation,Matt Mindell,"actor,producer,director"
1334,12,2011,The Lion of Judah,1500000,0,0,-1500000,0.0,Animation,Deryck Broom,"producer,director,writer"
1335,12,2011,The Lion of Judah,1500000,0,0,-1500000,0.0,Animation,Roger Hawkins,"director,actor,writer"
1339,65,2015,AWOL-72,3000000,0,0,-3000000,0.0,Action,Christian Sesma,"director,writer,producer"
1339,65,2015,AWOL-72,3000000,0,0,-3000000,0.0,Thriller,Christian Sesma,"director,writer,producer"
1341,67,2015,Enter the Dangerous Mind,3000000,0,0,-3000000,0.0,Thriller,Youssef Delara,"visual_effects,editor,director"
1342,67,2015,Enter the Dangerous Mind,3000000,0,0,-3000000,0.0,Thriller,Victor Teran,"producer,director,writer"
1343,68,2015,Something Wicked,3000000,0,0,-3000000,0.0,Drama,Darin Scott,"producer,director,writer"
1343,68,2015,Something Wicked,3000000,0,0,-3000000,0.0,Horror,Darin Scott,"producer,director,writer"
1343,68,2015,Something Wicked,3000000,0,0,-3000000,0.0,Mystery,Darin Scott,"producer,director,writer"
1344,68,2015,Something Wicked,3000000,0,0,-3000000,0.0,Drama,Yemi Morafa,"director,camera_department,writer"
1344,68,2015,Something Wicked,3000000,0,0,-3000000,0.0,Horror,Yemi Morafa,"director,camera_department,writer"
1344,68,2015,Something Wicked,3000000,0,0,-3000000,0.0,Mystery,Yemi Morafa,"director,camera_department,writer"
1347,72,2015,Amnesiac,3000000,0,0,-3000000,0.0,Drama,Michael Polish,"director,writer,producer"
1347,72,2015,Amnesiac,3000000,0,0,-3000000,0.0,Horror,Michael Polish,"director,writer,producer"
1347,72,2015,Amnesiac,3000000,0,0,-3000000,0.0,Thriller,Michael Polish,"director,writer,producer"
1348,72,2015,Amnesiac,3000000,0,0,-3000000,0.0,Drama,Martin Rutley,"director,producer"
1348,72,2015,Amnesiac,3000000,0,0,-3000000,0.0,Horror,Martin Rutley,"director,producer"
1348,72,2015,Amnesiac,3000000,0,0,-3000000,0.0,Thriller,Martin Rutley,"director,producer"
1349,73,2015,Unnatural,3000000,0,0,-3000000,0.0,Action,Hank Braxtan,"producer,director,writer"
1349,73,2015,Unnatural,3000000,0,0,-3000000,0.0,Horror,Hank Braxtan,"producer,director,writer"
1349,73,2015,Unnatural,3000000,0,0,-3000000,0.0,Sci-Fi,Hank Braxtan,"producer,director,writer"
1350,74,2015,Close Range,3000000,0,0,-3000000,0.0,Action,Isaac Florentine,"director,stunts,assistant_director"
1350,74,2015,Close Range,3000000,0,0,-3000000,0.0,Crime,Isaac Florentine,"director,stunts,assistant_director"
1351,61,2010,Barry Munday,3000000,0,0,-3000000,0.0,Comedy,Chris D'Arienzo,"writer,actor,director"
1351,61,2010,Barry Munday,3000000,0,0,-3000000,0.0,Drama,Chris D'Arienzo,"writer,actor,director"
1351,61,2010,Barry Munday,3000000,0,0,-3000000,0.0,Romance,Chris D'Arienzo,"writer,actor,director"
1352,26,2010,My Girlfriend's Boyfriend,1400000,0,0,-1400000,0.0,Comedy,Daryn Tufts,"writer,actor,producer"
1352,26,2010,My Girlfriend's Boyfriend,1400000,0,0,-1400000,0.0,Romance,Daryn Tufts,"writer,actor,producer"
1354,85,2012,Airborne,1200000,0,0,-1200000,0.0,Comedy,Dominic Burns,"actor,producer,director"
1354,85,2012,Airborne,1200000,0,0,-1200000,0.0,Crime,Dominic Burns,"actor,producer,director"
1354,85,2012,Airborne,1200000,0,0,-1200000,0.0,Horror,Dominic Burns,"actor,producer,director"
1355,8,2013,The Vatican Exorcisms,1100000,0,0,-1100000,0.0,Horror,Joe Marino,"actor,director"
1356,7,2010,The Dead Undead,1100000,0,0,-1100000,0.0,Action,Matthew R. Anderson,"stunts,actor,assistant_director"
1356,7,2010,The Dead Undead,1100000,0,0,-1100000,0.0,Horror,Matthew R. Anderson,"stunts,actor,assistant_director"
1356,7,2010,The Dead Undead,1100000,0,0,-1100000,0.0,Sci-Fi,Matthew R. Anderson,"stunts,actor,assistant_director"
1357,7,2010,The Dead Undead,1100000,0,0,-1100000,0.0,Action,Edward Conna,"stunts,actor,producer"
1357,7,2010,The Dead Undead,1100000,0,0,-1100000,0.0,Horror,Edward Conna,"stunts,actor,producer"
1357,7,2010,The Dead Undead,1100000,0,0,-1100000,0.0,Sci-Fi,Edward Conna,"stunts,actor,producer"
1361,89,2017,The Islands,1200000,0,0,-1200000,0.0,Adventure,Timothy A. Chey,"producer,writer,director"
1362,88,2013,The Wicked Within,1200000,0,0,-1200000,0.0,Horror,Jay Alaimo,"producer,director,writer"
1363,87,2015,Bleeding Hearts,1200000,0,0,-1200000,0.0,Horror,Dylan Bank,"director,cinematographer,editor"
1365,84,2012,Crowsnest,1200000,0,0,-1200000,0.0,Horror,Brenton Spencer,"cinematographer,director,camera_department"
1365,84,2012,Crowsnest,1200000,0,0,-1200000,0.0,Mystery,Brenton Spencer,"cinematographer,director,camera_department"
1365,84,2012,Crowsnest,1200000,0,0,-1200000,0.0,Thriller,Brenton Spencer,"cinematographer,director,camera_department"
1366,28,2014,House at the End of the Drive,1400000,0,0,-1400000,0.0,Horror,David Worth,"cinematographer,director,assistant_director"
1366,28,2014,House at the End of the Drive,1400000,0,0,-1400000,0.0,Thriller,David Worth,"cinematographer,director,assistant_director"
1367,83,2012,Below Zero,1200000,0,0,-1200000,0.0,Thriller,Justin Thomas Ostensen,"cinematographer,camera_department,director"
1369,56,2015,Da Sweet Blood of Jesus,1250000,0,0,-1250000,0.0,Comedy,Spike Lee,"director,producer,writer"
1369,56,2015,Da Sweet Blood of Jesus,1250000,0,0,-1250000,0.0,Romance,Spike Lee,"director,producer,writer"
1369,56,2015,Da Sweet Blood of Jesus,1250000,0,0,-1250000,0.0,Thriller,Spike Lee,"director,producer,writer"
1370,46,2015,The Algerian,1300000,0,0,-1300000,0.0,Action,Giovanni Zelko,"camera_department,producer,writer"
1370,46,2015,The Algerian,1300000,0,0,-1300000,0.0,Romance,Giovanni Zelko,"camera_department,producer,writer"
1370,46,2015,The Algerian,1300000,0,0,-1300000,0.0,Thriller,Giovanni Zelko,"camera_department,producer,writer"
1373,34,2015,Lords of London,3440000,0,0,-3440000,0.0,Crime,Antonio Simoncini,"writer,director,miscellaneous"
1373,34,2015,Lords of London,3440000,0,0,-3440000,0.0,Mystery,Antonio Simoncini,"writer,director,miscellaneous"
1373,34,2015,Lords of London,3440000,0,0,-3440000,0.0,Thriller,Antonio Simoncini,"writer,director,miscellaneous"
1375,84,2007,Rockaway,2000000,0,0,-2000000,0.0,Adventure,John J. Budion,"visual_effects,director,writer"
1375,84,2007,Rockaway,2000000,0,0,-2000000,0.0,Drama,John J. Budion,"visual_effects,director,writer"
1377,82,2009,Nine Dead,2000000,0,0,-2000000,0.0,Crime,Chris Shadley,"camera_department,miscellaneous,director"
1377,82,2009,Nine Dead,2000000,0,0,-2000000,0.0,Drama,Chris Shadley,"camera_department,miscellaneous,director"
1377,82,2009,Nine Dead,2000000,0,0,-2000000,0.0,Horror,Chris Shadley,"camera_department,miscellaneous,director"
1378,43,2009,The Calling,2500000,0,0,-2500000,0.0,Drama,Jason Stone,"producer,director,writer"
1378,43,2009,The Calling,2500000,0,0,-2500000,0.0,Thriller,Jason Stone,"producer,director,writer"
1379,43,2009,The Calling,2500000,0,0,-2500000,0.0,Drama,Maggie Bowman,"producer,director,editorial_department"
1379,43,2009,The Calling,2500000,0,0,-2500000,0.0,Thriller,Maggie Bowman,"producer,director,editorial_department"
1380,43,2009,The Calling,2500000,0,0,-2500000,0.0,Drama,Alicia Dwyer,"director,editor,assistant_director"
1380,43,2009,The Calling,2500000,0,0,-2500000,0.0,Thriller,Alicia Dwyer,"director,editor,assistant_director"
1381,43,2009,The Calling,2500000,0,0,-2500000,0.0,Drama,Yoni Brook,"cinematographer,camera_department,director"
1381,43,2009,The Calling,2500000,0,0,-2500000,0.0,Thriller,Yoni Brook,"cinematographer,camera_department,director"
1382,43,2009,The Calling,2500000,0,0,-2500000,0.0,Drama,Musa Syeed,"director,producer,writer"
1382,43,2009,The Calling,2500000,0,0,-2500000,0.0,Thriller,Musa Syeed,"director,producer,writer"
1383,43,2009,The Calling,2500000,0,0,-2500000,0.0,Drama,Rich Varville,"editor,cinematographer,camera_department"
1383,43,2009,The Calling,2500000,0,0,-2500000,0.0,Thriller,Rich Varville,"editor,cinematographer,camera_department"
1384,43,2009,The Calling,2500000,0,0,-2500000,0.0,Drama,Joseph Polk,"writer,director,producer"
1384,43,2009,The Calling,2500000,0,0,-2500000,0.0,Thriller,Joseph Polk,"writer,director,producer"
1385,43,2009,The Calling,2500000,0,0,-2500000,0.0,Drama,Padcha Ithi,"director,miscellaneous"
1385,43,2009,The Calling,2500000,0,0,-2500000,0.0,Thriller,Padcha Ithi,"director,miscellaneous"
1386,44,2013,Alien Uprising,2500000,0,0,-2500000,0.0,Comedy,Dominic Burns,"actor,producer,director"
1386,44,2013,Alien Uprising,2500000,0,0,-2500000,0.0,Horror,Dominic Burns,"actor,producer,director"
1386,44,2013,Alien Uprising,2500000,0,0,-2500000,0.0,Sci-Fi,Dominic Burns,"actor,producer,director"
1387,45,2010,Christmas Mail,2500000,0,0,-2500000,0.0,Comedy,John Murlowski,"director,producer,cinematographer"
1387,45,2010,Christmas Mail,2500000,0,0,-2500000,0.0,Drama,John Murlowski,"director,producer,cinematographer"
1387,45,2010,Christmas Mail,2500000,0,0,-2500000,0.0,Family,John Murlowski,"director,producer,cinematographer"
1388,46,2015,Stung,2500000,0,0,-2500000,0.0,Action,Benni Diez,"visual_effects,director,writer"
1388,46,2015,Stung,2500000,0,0,-2500000,0.0,Adventure,Benni Diez,"visual_effects,director,writer"
1388,46,2015,Stung,2500000,0,0,-2500000,0.0,Comedy,Benni Diez,"visual_effects,director,writer"
1390,48,2015,8 Days,2500000,0,0,-2500000,0.0,Drama,Jaco Booyens,"producer,director,actor"
1390,48,2015,8 Days,2500000,0,0,-2500000,0.0,Thriller,Jaco Booyens,"producer,director,actor"
1391,49,2016,Antibirth,2500000,0,0,-2500000,0.0,Horror,Danny Perez,"director,writer,editor"
1392,50,2016,The Rise of the Krays,2500000,0,0,-2500000,0.0,Crime,Zackary Adler,"director,writer,producer"
1392,50,2016,The Rise of the Krays,2500000,0,0,-2500000,0.0,Drama,Zackary Adler,"director,writer,producer"
1394,57,2014,Always Woodstock,2400000,0,0,-2400000,0.0,Comedy,Rita Merson,"producer,actress,writer"
1394,57,2014,Always Woodstock,2400000,0,0,-2400000,0.0,Music,Rita Merson,"producer,actress,writer"
1394,57,2014,Always Woodstock,2400000,0,0,-2400000,0.0,Romance,Rita Merson,"producer,actress,writer"
1396,66,2016,Eden,2300000,0,0,-2300000,0.0,Drama,William Winckler,"actor,writer,director"
1397,66,2016,Eden,2300000,0,0,-2300000,0.0,Drama,Mia Hansen-Løve,"director,writer,actress"
1398,66,2016,Eden,2300000,0,0,-2300000,0.0,Drama,Megan Griffiths,"assistant_director,director,producer"
1399,66,2016,Eden,2300000,0,0,-2300000,0.0,Drama,Tomihiko Okubo,"animation_department,art_department,director"
1400,66,2016,Eden,2300000,0,0,-2300000,0.0,Drama,Baris Atay,"actor,director,producer"
1401,66,2016,Eden,2300000,0,0,-2300000,0.0,Drama,Shyam Madiraju,"writer,producer,director"
1402,66,2016,Eden,2300000,0,0,-2300000,0.0,Drama,Robbie Walsh,"actor,producer,writer"
1403,66,2016,Eden,2300000,0,0,-2300000,0.0,Drama,Ulla Heikkilä,"writer,director,assistant_director"
1404,66,2016,Eden,2300000,0,0,-2300000,0.0,Drama,Sunha Yoon,"director,visual_effects,animation_department"
1405,66,2016,Eden,2300000,0,0,-2300000,0.0,Drama,Masaharu Take,"assistant_director,director,writer"
1406,66,2016,Eden,2300000,0,0,-2300000,0.0,Drama,Snævar Sölvason,"writer,director,producer"
1407,66,2016,Eden,2300000,0,0,-2300000,0.0,Drama,Heon Pyo Hong,"director,camera_department,art_department"
1410,83,2012,Infected,2100000,0,0,-2100000,0.0,Action,Glenn Ciano,"writer,producer,miscellaneous"
1410,83,2012,Infected,2100000,0,0,-2100000,0.0,Horror,Glenn Ciano,"writer,producer,miscellaneous"
1410,83,2012,Infected,2100000,0,0,-2100000,0.0,Sci-Fi,Glenn Ciano,"writer,producer,miscellaneous"
1411,83,2012,Infected,2100000,0,0,-2100000,0.0,Action,Andrew Gilbert,"producer,director,writer"
1411,83,2012,Infected,2100000,0,0,-2100000,0.0,Horror,Andrew Gilbert,"producer,director,writer"
1411,83,2012,Infected,2100000,0,0,-2100000,0.0,Sci-Fi,Andrew Gilbert,"producer,director,writer"
1412,86,2016,Sharkskin,2100000,0,0,-2100000,0.0,Comedy,Dan Perri,"miscellaneous,director,visual_effects"
1412,86,2016,Sharkskin,2100000,0,0,-2100000,0.0,Drama,Dan Perri,"miscellaneous,director,visual_effects"
1412,86,2016,Sharkskin,2100000,0,0,-2100000,0.0,Mystery,Dan Perri,"miscellaneous,director,visual_effects"
1414,87,2013,Straight A's,2000000,0,0,-2000000,0.0,Comedy,James Cox,"director,writer,actor"
1414,87,2013,Straight A's,2000000,0,0,-2000000,0.0,Drama,James Cox,"director,writer,actor"
1415,99,2015,Wind Walkers,2000000,0,0,-2000000,0.0,Action,Russell Friedenberg,"writer,actor,director"
1415,99,2015,Wind Walkers,2000000,0,0,-2000000,0.0,Horror,Russell Friedenberg,"writer,actor,director"
1415,99,2015,Wind Walkers,2000000,0,0,-2000000,0.0,Thriller,Russell Friedenberg,"writer,actor,director"
1416,32,2013,Independence Daysaster,1800000,0,0,-1800000,0.0,Action,W.D. Hogan,"director,art_department,actor"
1416,32,2013,Independence Daysaster,1800000,0,0,-1800000,0.0,Adventure,W.D. Hogan,"director,art_department,actor"
1416,32,2013,Independence Daysaster,1800000,0,0,-1800000,0.0,Sci-Fi,W.D. Hogan,"director,art_department,actor"
1417,31,2012,Dysfunctional Friends,1800000,0,0,-1800000,0.0,Comedy,Corey Grant,"director,producer,writer"
1417,31,2012,Dysfunctional Friends,1800000,0,0,-1800000,0.0,Drama,Corey Grant,"director,producer,writer"
1418,30,2007,Sublime,1800000,0,0,-1800000,0.0,Documentary,Bill Guttentag,"writer,producer,director"
1419,29,2009,Deadline,1800000,0,0,-1800000,0.0,Drama,Curt Hahn,"producer,director,writer"
1419,29,2009,Deadline,1800000,0,0,-1800000,0.0,Mystery,Curt Hahn,"producer,director,writer"
1419,29,2009,Deadline,1800000,0,0,-1800000,0.0,Thriller,Curt Hahn,"producer,director,writer"
1420,29,2009,Deadline,1800000,0,0,-1800000,0.0,Drama,Chris Tasara,"director,writer,composer"
1420,29,2009,Deadline,1800000,0,0,-1800000,0.0,Mystery,Chris Tasara,"director,writer,composer"
1420,29,2009,Deadline,1800000,0,0,-1800000,0.0,Thriller,Chris Tasara,"director,writer,composer"
1421,29,2009,Deadline,1800000,0,0,-1800000,0.0,Drama,Charlie Lawton,"actor,director,writer"
1421,29,2009,Deadline,1800000,0,0,-1800000,0.0,Mystery,Charlie Lawton,"actor,director,writer"
1421,29,2009,Deadline,1800000,0,0,-1800000,0.0,Thriller,Charlie Lawton,"actor,director,writer"
1422,29,2009,Deadline,1800000,0,0,-1800000,0.0,Drama,Anthony L. Fletcher,"producer,director,writer"
1422,29,2009,Deadline,1800000,0,0,-1800000,0.0,Mystery,Anthony L. Fletcher,"producer,director,writer"
1422,29,2009,Deadline,1800000,0,0,-1800000,0.0,Thriller,Anthony L. Fletcher,"producer,director,writer"
1423,29,2009,Deadline,1800000,0,0,-1800000,0.0,Drama,Menios Karagiannis,"director,cinematographer,producer"
1423,29,2009,Deadline,1800000,0,0,-1800000,0.0,Mystery,Menios Karagiannis,"director,cinematographer,producer"
1423,29,2009,Deadline,1800000,0,0,-1800000,0.0,Thriller,Menios Karagiannis,"director,cinematographer,producer"
1425,10,2011,"Fat, Sick & Nearly Dead",2600000,0,0,-2600000,0.0,Documentary,Kurt Engfehr,"producer,editor,editorial_department"
1426,10,2011,"Fat, Sick & Nearly Dead",2600000,0,0,-2600000,0.0,Documentary,Joe Cross,"writer,producer,director"
1428,1,2015,Shark Lake,2000000,0,0,-2000000,0.0,Action,Jerry Dugan,"cinematographer,camera_department,producer"
1428,1,2015,Shark Lake,2000000,0,0,-2000000,0.0,Adventure,Jerry Dugan,"cinematographer,camera_department,producer"
1428,1,2015,Shark Lake,2000000,0,0,-2000000,0.0,Crime,Jerry Dugan,"cinematographer,camera_department,producer"
1429,100,2016,The Dog Lover,2000000,0,0,-2000000,0.0,Drama,Alex Ranarivelo,"director,writer,editor"
